Z,k,Symbole,E_exp_eV,E_pred_eV,m,Delta,Err_percent,Lambda_e,Eps_0,Eps_1,Eps_2,Eps_3,Eps_4,Eps_5,Eps_6,Eps_7,Eps_8,Eps_9,Eps_10,Eps_11,Eps_12,Eps_13,Eps_14,,,Factor_4_Zk
90,57,Th,3593.0,3593.0059962048003,3,9.435414906,0.00016688574451266102,5.95,1,0,0,0,-1,0,-1,1,0,0,1,0,0,0,1,,,7.378697629483821e+19
90,58,Th,3943.0,3942.9975816448,3,10.354510456,6.1332873446786e-05,5.95,0,1,0,0,0,0,0,1,1,0,1,0,0,-1,1,,,1.8446744073709552e+19
90,59,Th,4025.0,4024.9331782912,3,10.569677464,0.0016601666782617313,5.95,0,1,0,1,1,0,0,-1,0,1,0,0,0,0,1,,,4.611686018427388e+18
90,60,Th,4230.0,4230.019162880003,5,0.6942652250000005,0.00045302316792016593,5.95,1,0,-1,0,0,0,1,0,-1,0,-1,0,0,1,0,,,1.152921504606847e+18
90,61,Th,4313.0,4312.9862629504005,4,2.831529847,0.00031850335264346926,5.95,0,0,1,1,-1,1,0,0,-1,0,1,0,0,0,0,,,2.8823037615171174e+17
90,62,Th,6972.0,6971.949983667201,4,4.577173046,0.0007173885943603671,5.95,0,0,0,1,0,0,1,0,-1,1,-1,0,0,1,0,,,7.205759403792794e+16
90,63,Th,7130.0,7129.9254957952,4,4.6808859609999995,0.0010449397587682725,5.95,0,0,0,1,1,0,-1,0,1,-1,0,0,1,0,0,,,1.8014398509481984e+16
90,64,Th,7299.0,7299.062033536,4,4.79192623,0.0008498908891621378,5.95,0,0,1,0,-1,-1,-1,0,0,0,0,0,1,1,0,,,4503599627370496.0
90,65,Th,7480.0,7480.105439385598,4,4.910783507999999,0.0014096174545240871,5.95,0,0,0,0,0,1,0,1,0,0,0,1,0,1,-1,,,1125899906842624.0
90,66,Th,7650.0,7650.095863244801,4,5.0223843640000005,0.001253114311123747,5.95,0,0,0,1,1,0,1,-1,0,0,0,0,-1,0,1,,,281474976710656.0
90,67,Th,7810.0,7809.977157516801,4,5.127348449,0.00029247737771297594,5.95,0,0,0,0,1,0,0,1,-1,0,0,1,1,-1,0,,,70368744177664.0
90,68,Th,8180.0,8180.021939801599,4,5.370287512999999,0.00026821273348189527,5.95,0,1,-1,1,0,0,0,0,1,0,0,0,0,-1,1,,,17592186044416.0
90,69,Th,8350.0,8350.1164621952,4,5.481956711,0.0013947568287346916,5.95,0,1,1,1,0,0,0,1,-1,0,0,1,0,0,0,,,4398046511104.0
90,70,Th,8550.0,8549.988853056,4,5.613175455,0.00013037361403330153,5.95,0,1,0,1,0,0,1,0,-1,0,0,0,0,1,0,,,1099511627776.0
90,71,Th,8720.0,8719.938118528,4,5.72474929,0.0007096499082579762,5.95,0,0,0,0,0,1,0,0,0,0,1,-1,1,0,0,,,274877906944.0
90,72,Th,9220.0,9220.003688448005,5,1.513262160000001,4.000485905694473e-05,5.95,1,1,0,0,0,0,1,1,0,0,0,0,0,1,-1,,,68719476736.0
90,73,Th,9370.0,9369.9998914816,4,6.1515230380000006,1.158147272456332e-06,5.95,1,0,0,0,-1,0,1,0,-1,0,1,0,1,0,0,,,17179869184.0
90,74,Th,9540.0,9540.0143788544,5,1.5657849229999998,0.0001507217442262388,5.95,0,1,0,0,0,1,0,0,-1,1,0,1,0,-1,0,,,4294967296.0
90,75,Th,9690.0,9690.0036467584,4,6.361609537,3.763424560943786e-05,5.95,0,0,0,0,0,0,1,1,-1,-1,1,1,0,0,0,,,1073741824.0
90,76,Th,10790.0,10790.00463296,4,7.083774050000001,4.293753476265345e-05,5.95,1,0,0,0,0,0,1,-1,-1,0,0,0,1,1,0,,,268435456.0
90,77,Th,10970.0,10969.964513535999,4,7.2019199799999996,0.0003234864539765159,5.95,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,,,67108864.0
90,78,Th,11340.0,11339.934774784002,5,1.8612025300000004,0.0005751782715872841,5.95,0,0,1,0,0,0,0,0,-1,1,0,-1,0,1,0,,,16777216.0
90,79,Th,11510.0,11509.9915126784,4,7.556454512,7.373867593496289e-05,5.95,1,0,0,-1,0,0,0,-1,0,1,1,0,1,0,0,,,4194304.0
90,80,Th,24060.0,24060.040819763206,5,3.948930019000001,0.00016965820118846839,5.95,0,0,1,-1,0,-1,0,-1,0,0,1,0,0,1,0,,,1048576.0
90,81,Th,24480.0,24480.878210969608,5,4.018001282000001,0.003587463111142188,5.95,1,0,0,0,0,0,0,1,1,1,0,0,0,1,-1,,,262144.0
90,82,Th,24940.0,24939.761494681596,5,4.093316946999999,0.0009563164330567361,5.95,0,0,1,0,0,0,1,1,0,1,0,0,1,0,-1,,,65536.0
90,83,Th,25360.0,25360.1414567424,5,4.162313133,0.0005577947255516405,5.95,0,0,1,0,-1,-1,0,0,0,0,1,-1,0,0,1,,,16384.0
90,84,Th,29410.0,29409.3649988096,5,4.826904707,0.0021591335953744803,5.95,0,1,0,0,0,0,-1,0,0,1,0,1,0,0,0,,,4096.0
90,85,Th,29970.0,29970.3858431488,5,4.918984021,0.0012874312605960353,5.95,0,0,1,1,0,0,-1,0,0,-1,1,0,1,0,0,,,1024.0
90,86,Th,30680.0,30679.9628785664,5,5.035445588,0.00012099554628744157,5.95,0,0,1,0,-1,0,1,0,0,0,1,-1,0,1,0,,,256.0
90,87,Th,31122.8,31122.515380633602,5,5.108080912,0.0009145043710631343,5.95,1,0,0,-1,0,-1,1,0,0,1,1,0,0,0,0,,,64.0
91,0,Pa,5.89,5.889971956837501,-2,15.838580052000001,0.0004761148132228409,5.95,0,0,0,0,1,0,0,0,-1,0,1,1,1,1,0,,,6.129982163463556e+54
91,1,Pa,11.9,11.900052648575002,-1,8.000035394000001,0.0004424250000156969,5.95,1,0,1,-1,1,0,0,1,0,0,0,0,0,1,0,,,1.532495540865889e+54
91,2,Pa,18.6,18.600194888275,-1,12.504332697999999,0.001047786424715808,5.95,0,1,0,-1,0,0,1,0,0,0,0,1,0,0,1,,,3.831238852164722e+53
91,3,Pa,30.9,30.900461916799955,3,0.08114617099999988,0.0014948763752635633,5.95,0,0,1,1,1,0,0,0,-1,1,-1,0,0,0,0,,,9.578097130411805e+52
91,4,Pa,44.3,44.299406551400004,0,7.445278412,0.00133961309253498,5.95,0,1,-1,0,-1,0,0,0,1,0,1,1,0,0,0,,,2.3945242826029513e+52
91,5,Pa,72.0,71.99971801680002,1,3.0251982360000005,0.0003916433333096671,5.95,1,0,0,0,-1,0,1,0,-1,0,0,0,0,1,0,,,5.986310706507379e+51
91,6,Pa,85.1,85.09958989980002,1,3.5756130210000006,0.00048190387775728867,5.95,0,1,1,0,0,-1,1,0,-1,0,0,0,0,1,0,,,1.4965776766268446e+51
91,7,Pa,98.9,98.9005261258,1,4.155484291,0.0005319775530771868,5.95,1,0,0,-1,0,0,1,0,0,0,1,0,1,-1,0,,,3.7414441915671115e+50
91,8,Pa,111.0,110.99792658639997,2,1.1659446069999997,0.001867940180207202,5.95,1,-1,0,1,-1,0,0,1,0,0,0,0,0,0,0,,,9.353610478917779e+49
91,9,Pa,137.0,136.99914776940003,1,5.7562667130000005,0.0006220661313684276,5.95,0,0,0,0,0,1,1,0,0,-1,0,0,0,1,0,,,2.3384026197294447e+49
91,10,Pa,153.0,153.00039063960003,1,6.428587842000001,0.0002553200000179726,5.95,0,0,1,1,0,0,-1,0,0,0,1,-1,0,0,1,,,5.846006549323612e+48
91,11,Pa,187.0,186.999777895,1,7.857133525,0.00011877272727591853,5.95,0,1,-1,0,0,0,-1,-1,0,0,0,0,1,0,1,,,1.461501637330903e+48
91,12,Pa,203.0,203.00311388000003,1,8.529542600000001,0.001533931034497149,5.95,0,1,-1,0,0,-1,0,0,0,1,1,0,0,1,0,,,3.6537540933272573e+47
91,13,Pa,292.0,292.0003068528,2,3.067230114,0.0001050865753453863,5.95,1,0,0,0,1,0,0,0,1,0,-1,0,0,-1,1,,,9.134385233318143e+46
91,14,Pa,316.0,316.0018901158,1,13.277390341,0.0005981379113907828,5.95,0,0,1,0,-1,0,0,0,1,0,0,0,0,1,1,,,2.283596308329536e+46
91,15,Pa,342.0,342.0009149872001,2,3.5924465860000008,0.0002675401169813484,5.95,0,1,0,0,0,0,1,0,0,-1,0,1,-1,1,0,,,5.70899077082384e+45
91,16,Pa,369.0,369.0020515202,1,15.504287879,0.0005559675338710637,5.95,0,0,0,0,1,0,-1,0,0,0,0,1,1,0,1,,,1.42724769270596e+45
91,17,Pa,395.0,394.99857087040004,2,4.149144652,0.0003618049620140655,5.95,1,0,0,0,0,0,0,0,-1,-1,-1,0,1,0,1,,,3.5681192317649e+44
91,18,Pa,423.0,422.9983902704,2,4.443260402,0.0003805507328550998,5.95,1,1,-1,0,0,-1,0,0,0,1,0,1,0,0,0,,,8.92029807941225e+43
91,19,Pa,460.0,459.9966332416001,2,4.831897408000001,0.0007319039999826956,5.95,0,1,0,-1,0,0,-1,0,0,1,0,0,0,1,0,,,2.2300745198530623e+43
91,20,Pa,488.0,487.99808465519993,2,5.126030300999999,0.00039248868853851264,5.95,0,1,0,1,0,0,0,0,0,0,-1,0,1,-1,1,,,5.575186299632656e+42
91,21,Pa,518.0,517.9940112927999,3,1.3602783909999996,0.001156121081103757,5.95,0,0,1,0,-1,0,-1,0,1,-1,0,0,1,0,0,,,1.393796574908164e+42
91,22,Pa,546.0,545.9965036232,2,5.735257391,0.0006403620512718499,5.95,1,0,1,0,0,0,0,-1,0,0,1,1,0,0,0,,,3.48449143727041e+41
91,23,Pa,690.0,690.0039530216,2,7.2479406829999995,0.0005729016811528709,5.95,0,1,-1,1,0,0,0,0,0,1,-1,0,0,0,1,,,8.711228593176025e+40
91,24,Pa,720.0,720.0018675304,2,7.563044827,0.0002593792222190435,5.95,0,0,0,0,0,1,-1,0,0,1,-1,1,1,0,0,,,2.1778071482940062e+40
91,25,Pa,760.0,760.0067403208,2,7.983264079,0.0008868843157846353,5.95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,,,5.444517870735016e+39
91,26,Pa,790.0,789.9907856176001,2,8.298222538000001,0.001166377518978762,5.95,0,0,1,0,0,0,1,0,-1,0,1,0,0,1,0,,,1.361129467683754e+39
91,27,Pa,880.0,880.0000631184001,2,9.243698142000001,7.172545469881119e-06,5.95,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,,,3.402823669209385e+38
91,28,Pa,920.0,920.0035073375999,3,2.4159755969999996,0.0003812323478151168,5.95,0,1,0,1,0,0,-1,0,0,1,-1,1,0,0,0,,,8.507059173023462e+37
91,29,Pa,1020.0,1020.0044593312001,2,10.714332556,0.00043718933334409543,5.95,0,1,0,0,1,1,1,0,1,0,1,0,0,0,0,,,2.1267647932558654e+37
91,30,Pa,1060.0,1059.9870697919994,3,2.7835794899999984,0.0012198309434552357,5.95,0,0,0,0,0,1,1,1,1,1,0,0,0,0,-1,,,5.316911983139664e+36
91,31,Pa,1150.0,1150.0039081720001,2,12.079872985000002,0.00033984104349023573,5.95,0,1,0,0,0,0,1,0,0,0,1,1,-1,0,1,,,1.329227995784916e+36
91,32,Pa,1220.0,1220.0038230016,3,3.203791552,0.00031336078688850726,5.95,1,-1,0,0,0,0,0,0,1,-1,0,1,0,0,0,,,3.32306998946229e+35
91,33,Pa,1300.0,1300.0035568744,2,13.655499547,0.0002736057230707117,5.95,1,0,-1,1,0,0,0,1,0,0,0,1,0,0,1,,,8.307674973655724e+34
91,34,Pa,1370.0,1370.0024836232003,2,14.390782391000002,0.0001812863649857937,5.95,0,0,0,0,1,-1,0,0,-1,0,0,0,1,1,1,,,2.076918743413931e+34
91,35,Pa,1450.0,1449.97811,3,3.807715625,0.0015096551724127494,5.95,1,0,1,0,0,-1,-1,1,0,0,0,0,0,1,0,,,5.192296858534828e+33
91,36,Pa,1520.0,1519.9945242272001,3,3.9915822590000003,0.00036024821051676935,5.95,0,0,1,1,0,-1,0,0,1,-1,0,0,0,1,0,,,1.298074214633707e+33
91,37,Pa,1600.0,1599.9878828416004,3,4.201648852000001,0.0007573223999770562,5.95,1,0,0,0,1,0,1,0,1,0,1,0,-1,0,0,,,3.2451855365842673e+32
91,38,Pa,1670.0,1670.0096534016,4,1.0963823879999999,0.000578047999997743,5.95,0,1,1,0,0,0,0,1,1,0,0,-1,0,0,0,,,8.112963841460668e+31
91,39,Pa,1760.0,1759.9910034112,3,4.621825114,0.0005111698181859869,5.95,1,0,0,-1,0,0,-1,0,0,0,0,0,1,-1,1,,,2.028240960365167e+31
91,40,Pa,1830.0,1829.9948743720001,2,19.222635235000002,0.0002800889617409681,5.95,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,,,5.070602400912918e+30
91,41,Pa,1910.0,1910.0296009087992,4,1.2539585089999994,0.0015497858010072682,5.95,0,0,0,1,0,0,1,0,0,0,1,0,0,-1,0,,,1.2676506002282294e+30
91,42,Pa,1980.0,1979.9989570144,3,5.199577093,5.2676040401609204e-05,5.95,0,0,0,1,-1,1,0,1,1,0,0,0,0,0,0,,,3.1691265005705735e+29
91,43,Pa,2060.0,2060.0502890016,3,5.409795927,0.0024412136699053025,5.95,0,1,1,1,1,0,0,0,0,-1,0,0,0,1,0,,,7.922816251426434e+28
91,44,Pa,2130.0,2129.961805776,3,5.593387095,0.0017931560563431022,5.95,0,0,1,1,1,0,0,0,1,0,-1,1,0,0,0,,,1.9807040628566084e+28
91,45,Pa,2483.0,2483.0058786848,3,6.520498631,0.0002367573419203278,5.95,0,1,1,0,0,-1,0,0,0,0,0,0,0,0,1,,,4.951760157141521e+27
91,46,Pa,2550.0,2549.994055167996,5,0.41852580999999933,0.0002331306668209293,5.95,1,0,-1,0,1,0,0,0,0,0,-1,0,0,-1,1,,,1.2379400392853803e+27
91,47,Pa,2620.0,2620.0261343648003,3,6.880320731000001,0.0009974948397071604,5.95,0,1,1,0,1,0,1,-1,0,0,0,0,0,1,0,,,3.094850098213451e+26
91,48,Pa,2696.0,2696.0106830496,3,7.079859987000001,0.00039625554896791,5.95,0,0,1,-1,0,0,-1,0,1,0,1,1,0,0,0,,,7.737125245533627e+25
91,49,Pa,2766.0,2766.0015528320005,4,1.8159148850000002,5.613998555569474e-05,5.95,0,1,-1,0,0,0,1,1,1,0,0,-1,0,0,0,,,1.9342813113834067e+25
91,50,Pa,2837.0,2837.0000479743976,5,0.4656315729999996,1.6910256469142313e-06,5.95,0,0,0,1,1,0,0,0,1,0,-1,1,-1,0,0,,,4.835703278458517e+24
91,51,Pa,2968.0,2968.0060097632,3,7.7941334289999995,0.00020248528301640715,5.95,1,1,0,-1,0,1,0,1,0,0,0,0,1,0,0,,,1.2089258196146292e+24
91,52,Pa,3040.0,3040.0269612832,3,7.983264079,0.0008868843157846353,5.95,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,,,3.022314549036573e+23
91,53,Pa,3119.0,3118.9697821856003,3,8.190571907,0.0009688302148043611,5.95,1,-1,-1,0,0,-1,0,0,0,0,1,0,0,0,1,,,7.555786372591432e+22
91,54,Pa,3193.0,3193.0013630368003,3,8.384982571,4.268828062276995e-05,5.95,1,0,1,0,-1,0,0,1,0,1,0,0,0,1,0,,,1.888946593147858e+22
91,55,Pa,3488.0,3488.0332904703996,3,9.159751287999999,0.0009544286238419272,5.95,1,0,0,0,1,0,1,0,-1,0,1,0,1,0,0,,,4.722366482869645e+21
91,56,Pa,3558.0,3558.0093764544004,3,9.343512018,0.0002635316020335412,5.95,0,0,1,0,1,0,0,0,0,0,1,1,-1,1,0,,,1.1805916207174113e+21
91,57,Pa,3637.0,3637.0069190783997,4,2.3877408869999996,0.00019024136375399574,5.95,0,0,1,-1,-1,1,0,0,-1,0,0,0,1,0,0,,,2.9514790517935283e+20
91,58,Pa,3709.0,3709.020002128,3,9.740073535,0.0005392862766302164,5.95,1,1,0,0,0,0,1,0,0,0,0,0,-1,1,1,,,7.378697629483821e+19
91,59,Pa,4077.0,4076.9937948544,4,2.676597817,0.000152198812847165,5.95,1,0,1,1,0,0,0,0,-1,0,1,0,0,0,0,,,1.8446744073709552e+19
91,60,Pa,4161.0,4160.9625740928,4,2.731724379,0.0008994450180143383,5.95,1,0,0,0,0,1,-1,1,0,-1,1,0,0,0,0,,,4.611686018427388e+18
91,61,Pa,4370.0,4369.9788750688,3,11.475784861000001,0.00048340803660561324,5.95,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,,,1.152921504606847e+18
91,62,Pa,4454.0,4453.917016281601,3,11.696210652000001,0.0018631279389131404,5.95,1,-1,0,-1,0,0,0,0,1,0,1,0,0,0,1,,,2.8823037615171174e+17
91,63,Pa,7181.0,7180.910232025601,4,4.7143580830000005,0.0012500762344988844,5.95,0,1,0,0,0,0,-1,-1,0,0,0,-1,0,1,1,,,7.205759403792794e+16
91,64,Pa,7341.0,7341.004500121596,5,1.2048654969999992,6.130120686297403e-05,5.95,0,1,0,0,1,-1,0,1,0,0,0,1,0,-1,0,,,1.8014398509481984e+16
91,65,Pa,7510.0,7509.9100461056,5,1.2325876519999999,0.0011977882077286743,5.95,1,1,-1,1,0,0,0,0,0,0,-1,1,0,0,0,,,4503599627370496.0
91,66,Pa,7690.0,7690.043208959994,5,1.262152574999999,0.000561885045441414,5.95,0,0,1,0,1,0,0,-1,1,0,0,1,0,-1,0,,,1125899906842624.0
91,67,Pa,7870.0,7870.01713344,4,5.16676545,0.00021770571791842043,5.95,0,0,0,0,1,-1,1,0,0,0,0,-1,0,0,1,,,281474976710656.0
91,68,Pa,8040.0,8040.0379923584005,4,5.278386287,0.00047254177115069044,5.95,0,1,0,0,1,0,0,0,0,-1,-1,0,1,1,0,,,70368744177664.0
91,69,Pa,8410.0,8409.9834635264,4,5.521260152,0.00019662869917186595,5.95,0,0,1,-1,0,0,0,-1,0,0,1,0,1,0,0,,,17592186044416.0
91,70,Pa,8590.0,8590.141903884802,4,5.6395364390000005,0.0016519660628830017,5.95,0,1,1,0,1,0,0,-1,-1,0,0,0,0,0,1,,,4398046511104.0
91,71,Pa,8780.0,8779.9584695424,4,5.764153407,0.00047301204555748425,5.95,1,0,0,0,0,1,-1,0,0,1,1,0,0,0,0,,,1099511627776.0
91,72,Pa,8960.0,8960.034471270399,5,1.4705938929999998,0.0003847239999897413,5.95,0,0,1,0,-1,1,-1,0,0,1,0,0,0,0,0,,,274877906944.0
91,73,Pa,9460.0,9460.049277504,4,6.210641595,0.0005209038477822579,5.95,1,0,0,0,0,-1,0,-1,-1,0,0,0,1,0,1,,,68719476736.0
91,74,Pa,9620.0,9620.0637009792,4,6.315693081,0.000662172340964688,5.95,0,0,0,0,0,1,0,-1,-1,0,-1,0,1,0,1,,,17179869184.0
91,75,Pa,9790.0,9789.9189164672,4,6.427205171,0.0008282281184812236,5.95,1,1,-1,0,0,0,0,1,1,1,0,0,0,0,0,,,4294967296.0
91,76,Pa,9950.0,9950.0675932672,4,6.532344796,0.0006793293185950661,5.95,0,1,0,1,1,0,1,0,0,-1,0,0,1,0,0,,,1073741824.0
91,77,Pa,11100.0,11099.9313448576,4,7.287244843,0.0006185147964011727,5.95,0,1,0,0,1,0,-1,1,-1,0,0,0,0,0,1,,,268435456.0
91,78,Pa,11290.0,11290.0050510464,4,7.412030627,4.4739117809519565e-05,5.95,0,0,1,1,0,0,0,1,0,1,-1,0,0,1,0,,,67108864.0
91,79,Pa,11660.0,11660.031044659205,5,1.9137393390000006,0.00026624922131030063,5.95,0,1,0,-1,-1,0,0,0,0,0,0,1,-1,1,0,,,16777216.0
91,80,Pa,11840.0,11840.0389151744,5,1.9432836980000001,0.0003286754594615264,5.95,1,0,0,0,0,0,1,0,1,1,0,0,-1,0,0,,,4194304.0
91,81,Pa,24660.0,24660.3388231424,4,16.189823282,0.0013739786796416588,5.95,1,0,0,0,0,-1,0,1,0,0,0,1,1,0,1,,,1048576.0
91,82,Pa,25080.0,25079.9945584384,4,16.465332562,2.1696816585255984e-05,5.95,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,,,262144.0
91,83,Pa,25540.0,25539.957830553605,5,4.1918260620000005,0.00016511137977618244,5.95,0,1,1,0,0,-1,0,-1,0,1,0,0,1,0,0,,,65536.0
91,84,Pa,25970.0,25969.504711808,4,17.04930719,0.001907155148247446,5.95,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,,,16384.0
91,85,Pa,30230.0,30229.711727667196,5,4.9615466989999994,0.0009535968667016182,5.95,1,1,0,1,0,1,-1,0,0,0,0,1,0,0,0,,,4096.0
91,86,Pa,30800.0,30800.000518963196,5,5.055147143999999,1.684945440407413e-06,5.95,0,0,1,0,0,0,-1,0,-1,0,0,1,1,0,0,,,1024.0
91,87,Pa,31520.0,31519.419095807996,5,5.173223984999999,0.0018429701522963194,5.95,0,0,0,0,1,0,0,1,0,1,0,1,0,-1,0,,,256.0
91,88,Pa,31971.6,31971.54883973121,5,5.2474312040000015,0.00016001785580796191,5.95,0,1,0,0,1,0,0,-1,0,-1,1,0,0,1,0,,,64.0
92,0,U,6.19405,6.194046843687501,-1,4.164065105000001,5.0957168548456984e-05,5.95,1,0,0,0,0,0,0,-1,0,0,1,0,-1,0,1,,,2.4519928653854222e+55
92,1,U,11.6,11.60000150575,-1,7.79832034,1.2980603458013046e-05,5.95,0,1,0,1,1,0,0,0,0,0,-1,1,1,0,0,,,6.129982163463556e+54
92,2,U,19.8,19.799958989999993,1,0.8319310499999997,0.0002071212121588206,5.95,1,-1,0,0,-1,0,1,0,0,0,0,-1,1,0,0,,,1.532495540865889e+54
92,3,U,36.7,36.7003045752,0,6.168118416,0.0008299051771054882,5.95,0,1,-1,1,0,0,0,1,0,0,0,-1,0,0,1,,,3.831238852164722e+53
92,4,U,46.0,45.999733422300004,0,7.731047634,0.0005795167391220917,5.95,1,0,0,0,0,0,1,-1,0,0,1,0,1,0,0,,,9.578097130411805e+52
92,5,U,62.0,62.00109902315001,0,10.420352777000002,0.0017726179838897524,5.95,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,,,2.3945242826029513e+52
92,6,U,89.0,88.99980819415,0,14.957950957000001,0.00021551219100437972,5.95,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,,,5.986310706507379e+51
92,7,U,101.0,101.00116083925,0,16.974985015,0.0011493457920842543,5.95,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,,,1.4965776766268446e+51
92,8,U,116.0,116.00079916039999,1,4.873983158,0.0006889313793039789,5.95,0,1,0,0,-1,-1,0,1,0,1,1,0,0,0,0,,,3.7414441915671115e+50
92,9,U,128.9,128.90060674400004,1,5.415991880000002,0.0004707090768331315,5.95,0,0,1,0,1,0,0,1,1,1,-1,0,0,0,0,,,9.353610478917779e+49
92,10,U,158.0,158.00026212879993,2,1.6596666189999993,0.00016590430375431367,5.95,0,0,1,0,-1,0,0,1,-1,0,0,0,0,-1,1,,,2.3384026197294447e+49
92,11,U,173.0,172.99892350160005,2,1.8172155830000003,0.0006222534103778076,5.95,0,0,0,0,1,0,0,0,-1,0,1,1,0,-1,0,,,5.846006549323612e+48
92,12,U,210.0,209.99789979840006,3,0.5514650730000001,0.001000095999973469,5.95,0,0,0,0,0,1,0,0,0,1,0,-1,-1,1,0,,,1.461501637330903e+48
92,13,U,227.0,227.0002406644,1,9.537825238,0.00010601955946966911,5.95,1,1,0,1,1,0,0,0,1,0,0,0,0,1,0,,,3.6537540933272573e+47
92,14,U,323.0,322.99932694960006,2,3.3928500730000004,0.00020837473682329928,5.95,1,0,0,0,-1,-1,1,0,0,0,0,0,0,1,0,,,9.134385233318143e+46
92,15,U,348.0,347.99991699759994,2,3.655461312999999,2.385126438524424e-05,5.95,0,0,1,0,0,0,-1,0,0,1,1,1,0,-1,0,,,2.283596308329536e+46
92,16,U,375.0,375.0002328352,2,3.939078076,6.208938666532048e-05,5.95,1,0,-1,-1,0,0,0,0,0,0,-1,1,0,1,0,,,5.70899077082384e+45
92,17,U,402.0,401.99939039820003,1,16.890730689,0.00015164223879733231,5.95,0,0,0,0,0,1,0,1,0,0,0,1,1,1,0,,,1.42724769270596e+45
92,18,U,431.0,430.99816479440005,2,4.527291647,0.000425801763328484,5.95,1,-1,0,0,0,0,0,0,-1,0,1,-1,0,0,1,,,3.5681192317649e+44
92,19,U,458.0,457.99618783520003,2,4.810884326,0.0008323503930059775,5.95,1,1,0,0,0,1,0,1,0,0,0,-1,1,0,0,,,8.92029807941225e+43
92,20,U,497.0,496.9926209247997,3,1.3051276809999992,0.0014847233803373188,5.95,0,0,1,1,0,0,0,0,0,-1,1,1,0,-1,0,,,2.2300745198530623e+43
92,21,U,525.0,524.9912488968,2,5.514613959,0.001666876799996923,5.95,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,,,5.575186299632656e+42
92,22,U,557.0,557.0027696408001,2,5.850869429000001,0.0004972425134873899,5.95,0,0,0,0,0,1,-1,0,0,1,1,0,-1,1,0,,,1.393796574908164e+42
92,23,U,585.0,584.9982257392,2,6.144939346,0.00030329244443555973,5.95,1,0,0,0,1,0,-1,-1,0,0,0,1,1,0,0,,,3.48449143727041e+41
92,24,U,730.0,729.9971341096001,2,7.668037123,0.0003925877260141147,5.95,1,0,0,-1,0,1,-1,0,0,0,0,1,0,1,0,,,8.711228593176025e+40
92,25,U,770.0,770.0180108768001,2,8.088424484,0.0023390749091008315,5.95,0,1,0,0,0,1,0,0,0,1,0,-1,0,0,1,,,2.1778071482940062e+40
92,26,U,800.0,799.9908051519999,3,2.1008161899999998,0.001149356000013313,5.95,0,0,1,0,-1,0,0,1,0,-1,0,-1,0,0,1,,,5.444517870735016e+39
92,27,U,840.0,839.9915991936002,4,0.5514650730000001,0.001000095999973469,5.95,0,0,0,0,0,1,0,0,0,1,0,-1,-1,1,0,,,1.361129467683754e+39
92,28,U,930.0,929.9991833720001,2,9.768898985,8.78094623589942e-05,5.95,1,0,0,0,0,1,1,1,0,0,-1,0,0,0,1,,,3.402823669209385e+38
92,29,U,970.0,969.9986850736,2,10.189061817999999,0.0001355594226832594,5.95,0,0,0,0,1,0,-1,0,1,0,0,1,1,0,0,,,8.507059173023462e+37
92,30,U,1070.0,1069.9928633968,2,11.239420834,0.0006669722616845031,5.95,0,0,1,-1,0,-1,0,1,0,0,0,1,0,0,1,,,2.1267647932558654e+37
92,31,U,1110.0,1110.0023752832005,4,0.7287305510000004,0.0002139894775257392,5.95,0,1,1,0,0,1,0,1,0,0,0,-1,0,0,0,,,5.316911983139664e+36
92,32,U,1210.0,1209.9972596096,2,12.710055248,0.00022647854545862514,5.95,0,0,1,-1,1,0,0,1,1,0,0,0,0,0,1,,,1.329227995784916e+36
92,33,U,1290.0,1290.0009649408,3,3.387607576,7.480161240553487e-05,5.95,0,0,1,0,0,1,1,-1,0,0,-1,0,1,0,0,,,3.32306998946229e+35
92,34,U,1370.0,1370.0024836232003,2,14.390782391000002,0.0001812863649857937,5.95,0,0,0,0,1,-1,0,0,-1,0,0,0,1,1,1,,,8.307674973655724e+34
92,35,U,1440.0,1439.9975182152002,2,15.126024351000002,0.0001723461666516515,5.95,1,0,-1,0,0,0,1,0,0,1,0,1,0,0,1,,,2.076918743413931e+34
92,36,U,1520.0,1519.9945242272001,3,3.9915822590000003,0.00036024821051676935,5.95,0,0,1,1,0,-1,0,0,1,-1,0,0,0,1,0,,,5.192296858534828e+33
92,37,U,1590.0,1589.9957022656004,3,4.175408882000001,0.00027029776098381445,5.95,0,1,0,0,0,0,0,-1,-1,0,1,0,0,1,0,,,1.298074214633707e+33
92,38,U,1670.0,1670.0096534016,4,1.0963823879999999,0.000578047999997743,5.95,0,1,1,0,0,0,0,1,1,0,0,-1,0,0,0,,,3.2451855365842673e+32
