Z,A,El,mass_MeV,estimated
94,238,Pu,221741.75951904172,False
95,238,Am,221744.01779608388,False
96,238,Cm,221745.041573307,False
97,238,Bk,221749.81305869724,True
98,238,Cf,221752.8739483178,True
90,239,Th,222683.59025316229,True
91,239,Pa,222680.42783068458,True
92,239,U,222677.6631375587,False
93,239,Np,222676.40147537168,False
94,239,Pu,222675.67869183785,False
95,239,Am,222676.48082935426,False
96,239,Cm,222678.23743161766,False
97,239,Bk,222681.33976341083,True
98,239,Cf,222685.2920928874,True
99,239,Es,222690.7208405163,True
91,240,Pa,223615.59481435042,True
92,240,U,223611.30007695674,False
93,240,Np,223610.9008013247,False
94,240,Pu,223608.70989925097,False
95,240,Am,223610.09468632843,False
96,240,Cm,223610.3087995628,False
97,240,Bk,223614.2488053724,True
98,240,Cf,223616.57329301536,False
99,240,Es,223622.81016766775,True
91,241,Pa,224549.8191259846,True
92,241,U,224546.275722419,True
93,241,Np,224544.39379693905,False
94,241,Pu,224543.03379691966,False
95,241,Am,224543.0130152862,False
96,241,Cm,224543.78044533238,False
97,241,Bk,224546.05961578724,True
98,241,Cf,224549.40554260314,True
99,241,Es,224553.97172669318,True
100,241,Fm,224559.29894146492,True
92,242,U,225480.1926409994,True
93,242,Np,225478.98965362587,False
94,242,Pu,225476.28965276544,False
95,242,Am,225477.04079097975,False
96,242,Cm,225476.37647733072,False
97,242,Bk,225479.3244884959,True
98,242,Cf,225480.9597636525,False
99,242,Es,225486.37403586306,True
100,242,Fm,225489.9723975807,True
92,243,U,226415.5468549798,True
93,243,Np,226412.87253541176,True
94,243,Pu,226410.82144128787,False
95,243,Am,226410.24188428724,False
96,243,Cm,226410.24881460337,False
97,243,Bk,226411.75651232767,False
98,243,Cf,226414.05646441595,True
99,243,Es,226417.81318013102,True
100,243,Fm,226422.38309019746,True
93,244,Np,227347.8010565874,True
94,244,Pu,227344.3670104294,False
95,244,Am,227344.4401234015,False
96,244,Cm,227343.0128229332,False
97,244,Bk,227345.27480732187,False
98,244,Cf,227346.039079603,False
99,244,Es,227350.58622395364,True
100,244,Fm,227353.52508784676,True
101,244,Md,227360.1582573501,True
93,245,Np,228281.90520548238,True
94,245,Pu,228279.2332612243,False
95,245,Am,228277.95550281918,False
96,245,Cm,228277.05961042133,False
97,245,Bk,228277.8688645527,False
98,245,Cf,228279.44023921384,False
99,245,Es,228282.37002103947,True
100,245,Fm,228286.24689949377,True
101,245,Md,228291.37943199807,True
94,246,Pu,229212.94396564027,False
95,246,Am,229212.54326482225,True
96,246,Cm,229210.16610118782,False
97,246,Bk,229211.51610627552,False
98,246,Cf,229211.6394174648,False
99,246,Es,229215.367992743,False
100,246,Fm,229217.7403778127,False
101,246,Md,229223.66437291104,True
94,247,Pu,230148.2533095498,True
95,247,Am,230146.19657057166,True
96,247,Cm,230144.57639493447,False
97,247,Bk,230144.53281032544,False
98,247,Cf,230145.15268239085,False
99,247,Es,230147.62168202884,False
100,247,Fm,230150.7161799566,True
101,247,Md,230154.97869696928,True
95,248,Am,231081.09994140652,True
96,248,Cm,231077.9301414955,False
97,248,Bk,231078.6684437211,False
98,248,Cf,231077.77534580557,False
99,248,Es,231080.83632857553,True
100,248,Fm,231082.43519162762,False
101,248,Md,231087.4853334786,True
102,248,No,231091.22621379394,True
95,249,Am,232015.13515973793,True
96,249,Cm,232012.78219632027,False
97,249,Bk,232011.87782732613,False
98,249,Cf,232011.75422737366,False
99,249,Es,232013.20603545182,True
100,249,Fm,232015.55064336737,False
101,249,Md,232019.21244914833,False
102,249,No,232023.8185477607,True
96,250,Cm,232946.51519139012,False
97,250,Bk,232946.4776056031,False
98,250,Cf,232944.69593683342,False
99,250,Es,232946.75128788533,True
100,250,Fm,232947.59779246582,False
101,250,Md,232951.9247409256,False
102,250,No,232955.09188607841,True
96,251,Cm,233881.66768100773,False
97,251,Bk,233880.2476834532,False
98,251,Cf,233879.1546869033,False
99,251,Es,233879.53125270916,False
100,251,Fm,233880.97851509607,False
101,251,Md,233883.9864492769,False
102,251,No,233887.86865587745,True
103,251,Lr,233892.84935484309,True
96,252,Cm,234815.56971431238,True
97,252,Bk,234815.048077615,True
98,252,Cf,234812.5484131912,False
99,252,Es,234813.80841731868,False
100,252,Fm,234813.3304118051,False
101,252,Md,234816.98092787756,False
102,252,No,234819.38517936048,False
103,252,Lr,234825.0504612868,True
97,253,Bk,235748.93611987826,True
98,253,Cf,235747.30947035705,False
99,253,Es,235747.01839707996,False
100,253,Fm,235747.35345550856,False
101,253,Md,235749.1811028272,True
102,253,No,235752.36660772876,False
103,253,Lr,235756.53138306524,False
104,253,Rf,235761.64915138806,True
97,254,Bk,236683.89538035923,True
98,254,Cf,236680.84340513725,False
99,254,Es,236681.4961589445,False
100,254,Fm,236680.4045316909,False
101,254,Md,236682.9545713158,True
102,254,No,236684.22532488528,False
103,254,Lr,236689.14789861892,False
104,254,Rf,236692.70265709763,True
98,255,Cf,237615.80492914893,True
99,255,Es,237615.0853499548,False
100,255,Fm,237614.7965774681,False
101,255,Md,237615.83818348838,False
102,255,No,237617.8080420116,False
103,255,Lr,237620.94341390056,False
104,255,Rf,237625.32573036978,True
105,255,Db,237630.59053503664,True
98,256,Cf,238549.5308914383,True
99,256,Es,238549.6752730242,True
100,256,Fm,238547.9750075241,False
101,256,Md,238549.946337808,True
102,256,No,238550.3132626499,False
103,256,Lr,238554.23681827367,False
104,256,Rf,238556.71220796116,False
105,256,Db,238562.78791550396,True
99,257,Es,239483.38819439616,True
100,257,Fm,239482.5744504632,False
101,257,Md,239482.9767907109,False
102,257,No,239484.23138285766,False
103,257,Lr,239486.64935524875,True
104,257,Rf,239489.85070486498,False
105,257,Db,239494.13860509195,False
99,258,Es,240418.1807174328,True
100,258,Fm,240415.90507734063,True
101,258,Md,240417.16877018477,False
102,258,No,240416.95580268817,True
103,258,Lr,240420.2607437635,True
104,258,Rf,240421.82275690892,False
105,258,Db,240426.98612186805,False
106,258,Sg,240430.77451769757,True
100,259,Fm,241350.67710750704,True
101,259,Md,241350.53645189755,True
102,259,No,241351.0519034741,False
103,259,Lr,241352.823269919,True
104,259,Rf,241355.33923548964,True
105,259,Db,241358.96353931804,False
106,259,Sg,241363.491671874,True
100,260,Fm,242284.23260637568,True
101,260,Md,242285.01599291584,True
102,260,No,242284.0761153665,True
103,260,Lr,242286.74298298173,True
104,260,Rf,242287.6148614616,True
105,260,Db,242292.139128317,True
106,260,Sg,242295.0141196596,False
107,260,Bh,242301.5900674802,True
101,261,Md,243218.53888949088,True
102,261,No,243218.41593226942,True
103,261,Lr,243219.51788979254,True
104,261,Rf,243221.27896322764,False
105,261,Db,243224.2685097149,True
106,261,Sg,243227.9657309016,False
107,261,Bh,243233.040138174,False
101,262,Md,244153.12182635453,True
102,262,No,244151.55598476835,True
103,262,Lr,244153.5605600768,True
104,262,Rf,244153.8474602603,True
105,262,Db,244157.7075718207,True
106,262,Sg,244159.82389847664,False
107,262,Bh,244165.7069450942,False
102,263,No,245086.0783745153,True
103,263,Lr,245086.61770960063,True
104,263,Rf,245087.70569471226,True
105,263,Db,245090.05864881494,True
106,263,Sg,245093.14375728217,True
107,263,Bh,245097.44446555304,True
108,263,Hs,245102.62636724484,True
102,264,No,246019.4540950222,True
103,264,Lr,246020.81780238813,True
104,264,Rf,246020.51786128717,True
105,264,Db,246023.70450261157,True
106,264,Sg,246025.22563248078,True
107,264,Bh,246030.40101371385,True
108,264,Hs,246034.0062032833,False
103,265,Lr,246954.1702355425,True
104,265,Rf,246954.6266676527,True
105,265,Db,246956.31919243676,True
106,265,Sg,246958.73083066792,True
107,265,Bh,246962.33198686788,True
108,265,Hs,246966.83738165285,False
109,265,Mt,246972.56165510067,True
103,266,Lr,247889.09316775348,True
104,266,Rf,247887.56738041376,True
105,266,Db,247890.1718379241,True
106,266,Sg,247891.0483738745,True
107,266,Bh,247895.53538096586,True
108,266,Hs,247898.5709153169,False
109,266,Mt,247905.1039212594,False
104,267,Rf,248822.3692183914,True
105,267,Db,248822.93929278207,True
106,267,Sg,248824.73148743517,True
107,267,Bh,248827.68991270443,True
108,267,Hs,248831.5826265585,True
109,267,Mt,248836.71609055687,True
110,267,Ds,248842.80526750442,True
104,268,Rf,249755.8949094488,True
105,268,Db,249757.47938091704,True
106,268,Sg,249757.21856256833,True
107,268,Bh,249761.12618032802,True
108,268,Hs,249763.38691651454,True
109,268,Mt,249769.5701743664,True
110,268,Ds,249774.06742789294,True
105,269,Db,250691.06189311462,True
106,269,Sg,250691.60588567043,True
107,269,Bh,250693.39062837066,True
108,269,Hs,250696.40680627432,True
109,269,Mt,250701.2133158428,True
110,269,Ds,250706.7482165396,False
105,270,Db,251625.80504696388,True
106,270,Sg,251624.83908757966,True
107,270,Bh,251627.63729586336,True
108,270,Hs,251628.51942077835,True
109,270,Mt,251634.1167688398,True
110,270,Ds,251638.0892372188,False
106,271,Sg,252559.51889982994,True
107,271,Bh,252560.76058146846,True
108,271,Hs,252562.59283036797,True
109,271,Mt,252566.0011672887,True
110,271,Ds,252570.85425156233,True
106,272,Sg,253492.9160447012,True
107,272,Bh,253495.1833013465,True
108,272,Hs,253495.40033947234,True
109,272,Mt,253499.8771001286,True
110,272,Ds,253502.47876315666,True
111,272,Rg,253509.16875380024,True
106,273,Sg,254427.81010059503,True
107,273,Bh,254428.5729942649,True
108,273,Hs,254429.65725340013,True
109,273,Mt,254432.67249980968,True
110,273,Ds,254436.17491763478,True
111,273,Rg,254440.7746355125,True
107,274,Bh,255363.14568469342,True
108,274,Hs,255362.78985394628,True
109,274,Mt,255366.63319861284,True
110,274,Ds,255368.58095278102,True
111,274,Rg,255373.99572799838,True
107,275,Bh,256296.65833483334,True
108,275,Hs,256297.3699963276,True
109,275,Mt,256299.6447049257,True
110,275,Ds,256302.54444606655,True
111,275,Rg,256306.27321695854,True
107,276,Bh,257231.32231168385,True
108,276,Hs,257230.5575550258,True
109,276,Mt,257233.68458072763,True
110,276,Ds,257234.91135846052,True
111,276,Rg,257239.7588537695,True
112,276,Cn,257242.73218294446,True
107,277,Bh,258164.96630249228,True
108,277,Hs,258165.2410932525,True
109,277,Mt,258166.87400241403,True
110,277,Ds,258168.95868621522,True
111,277,Rg,258172.27387372573,True
112,277,Cn,258176.19825837927,True
107,278,Bh,259099.73088070587,True
108,278,Hs,259098.58048548936,True
109,278,Mt,259101.12719036543,True
110,278,Ds,259101.61156729868,True
111,278,Rg,259105.88060477003,True
112,278,Cn,259108.20281956738,True
113,278,Nh,259114.38980339566,True
108,279,Hs,260033.35437864397,True
109,279,Mt,260034.4395692733,True
110,279,Ds,260035.87872766156,True
111,279,Rg,260038.57633458215,True
112,279,Cn,260041.87568669295,True
113,279,Nh,260046.31425609093,True
108,280,Hs,260966.7682904091,True
109,280,Mt,260968.85856317493,True
110,280,Ds,260968.66853837806,True
111,280,Rg,260972.2352292962,True
112,280,Cn,260974.00320510258,True
113,280,Nh,260979.58844374068,True
109,281,Mt,261902.24266712874,True
110,281,Ds,261903.11547710266,True
111,281,Rg,261905.17594205728,True
112,281,Cn,261907.78971450863,True
113,281,Nh,261911.6526205514,True
109,282,Mt,262836.7920702046,True
110,282,Ds,262836.12698341557,True
111,282,Rg,262839.0788882261,True
112,282,Cn,262840.1631473613,True
113,282,Nh,262845.0656008224,True
110,283,Ds,263770.6605510918,True
111,283,Rg,263772.2105572782,True
112,283,Cn,263774.1676263873,True
113,283,Nh,263777.3943219581,True
110,284,Ds,264703.78476819093,True
111,284,Rg,264706.295144797,True
112,284,Cn,264706.74039897794,True
113,284,Nh,264710.91628703906,True
114,284,Fl,264713.1043666857,True
111,285,Rg,265639.5488395765,True
112,285,Cn,265640.9050949896,True
113,285,Nh,265643.58686651045,True
114,285,Fl,265646.75115197635,True
111,286,Rg,266573.8234518922,True
112,286,Cn,266573.76290477556,True
113,286,Nh,266577.26998007117,True
114,286,Fl,266578.9187246325,True
112,287,Cn,267508.17724120663,True
113,287,Nh,267510.2619250078,True
114,287,Fl,267512.73597334384,True
115,287,Mc,267516.5550991637,True
112,288,Cn,268441.23159624817,True
113,288,Nh,268444.2710615044,True
114,288,Fl,268445.2183910065,True
115,288,Mc,268449.96714794065,True
113,289,Nh,269377.3459094162,True
114,289,Fl,269379.26106129074,True
115,289,Mc,269382.4784419205,True
116,289,Lv,269386.2528560235,True
113,290,Nh,270311.60468633217,True
114,290,Fl,270312.02013270184,True
115,290,Mc,270316.0814469884,True
116,290,Lv,270318.3170328342,True
114,291,Fl,271246.2835670883,True
115,291,Mc,271248.96347562096,True
116,291,Lv,271252.02715972386,True
117,291,Ts,271256.43685280473,True
115,292,Mc,272182.8775997191,True
116,292,Lv,272184.41083901166,True
117,292,Ts,272189.8992022631,True
116,293,Lv,273118.3398670154,True
117,293,Ts,273122.1999785758,True
118,293,Og,273126.57427488075,True
117,294,Ts,274055.66232803423,True
118,294,Og,274058.5862880217,True
118,295,Og,274992.12874597294,True
